title,address,price,duzenle,m2,rooms,furnished
Apartment Noordplein,3035 EE Rotterdam (Oude Noorden),"€2,300 per month",90 m²/4 rooms/Furnished,90 m²,4 rooms,Furnished
House Avenue Concordia,3062 LM Rotterdam (Kralingen Oost),"€3,250 per month",300 m²/7 rooms/Upholstered,300 m²,7 rooms,Upholstered
Apartment Kruiskade,3012 EG Rotterdam (Cool),"€1,575 per month",126 m²/3 rooms/Upholstered,126 m²,3 rooms,Upholstered
Apartment Louise de Colignylaan,3062 HN Rotterdam (Kralingen Oost),"€1,950 per month",100 m²/2 rooms/Upholstered,100 m²,2 rooms,Upholstered
House Larikslaan,3053 LK Rotterdam (Schiebroek),"€2,995 per month",134 m²/4 rooms/Furnished,134 m²,4 rooms,Furnished
Apartment Gedempte Zalmhaven,3016 DT Rotterdam (Nieuwe Werk),"€3,500 per month",111 m²/4 rooms/Furnished,111 m²,4 rooms,Furnished
Apartment Boompjes,3011 XZ Rotterdam (Stadsdriehoek),"€2,550 per month",80 m²/2 rooms/Furnished,80 m²,2 rooms,Furnished
Studio Weena,3014 DA Rotterdam (Cs Kwartier),"€2,995 per month",65 m²/1 room/Furnished,65 m²,1 room,Furnished
Apartment Kruiskade,3012 EG Rotterdam (Cool),"€1,350 per month",78 m²/2 rooms/Shell,78 m²,2 rooms,Shell
Apartment Kruiskade,3012 EG Rotterdam (Cool),"€1,785 per month",120 m²/3 rooms/Upholstered,120 m²,3 rooms,Upholstered
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"€1,525 per month",50 m²/1 room/Furnished,50 m²,1 room,Furnished
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"€1,550 per month",50 m²/1 room/Furnished,50 m²,1 room,Furnished
Apartment Kruiskade,3012 EG Rotterdam (Cool),"€1,250 per month",78 m²/2 rooms/Shell,78 m²,2 rooms,Shell
Apartment Mathenesserlaan,3021 HC Rotterdam (Middelland),"€1,650 per month",65 m²/2 rooms/Furnished,65 m²,2 rooms,Furnished
Apartment Kruiskade,3012 EG Rotterdam (Cool),"€1,250 per month",78 m²/2 rooms/Shell,78 m²,2 rooms,Shell
Apartment De Monchyplein,3072 MM Rotterdam (Kop van Zuid),"€2,995 per month",100 m²/4 rooms/Furnished,100 m²,4 rooms,Furnished
Apartment Kruiskade,3012 EG Rotterdam (Cool),"€1,250 per month",83 m²/2 rooms/Upholstered,83 m²,2 rooms,Upholstered
Apartment Mauritsstraat,3012 CH Rotterdam (Cool),"€1,725 per month",50 m²/3 rooms/Furnished,50 m²,3 rooms,Furnished
Apartment Zuidplein,3083 CR Rotterdam (Zuidplein),€750 per month,40 m²/3 rooms/1949,40 m²,3 rooms,1949
House Burgemeester Meineszlaan,3022 BC Rotterdam (Nieuwe Westen),"€2,800 per month",82 m²/5 rooms,82 m²,5 rooms,
Apartment Oostmaaslaan,3063 AN Rotterdam (Struisenburg),"€1,450 per month",65 m²/3 rooms/Furnished,65 m²,3 rooms,Furnished
Apartment Mauritsstraat,3012 CH Rotterdam (Cool),"€1,450 per month",33 m²/1 room/Furnished,33 m²,1 room,Furnished
Apartment Mauritsstraat,3012 CH Rotterdam (Cool),"€1,495 per month",40 m²/1 room/Furnished,40 m²,1 room,Furnished
Apartment Mauritsstraat,3012 CH Rotterdam (Cool),"€1,495 per month",40 m²/1 room/Furnished,40 m²,1 room,Furnished
Apartment Mauritsstraat,3012 CH Rotterdam (Cool),"€1,495 per month",40 m²/1 room/Furnished,40 m²,1 room,Furnished
Apartment Mauritsstraat,3012 CH Rotterdam (Cool),"€1,695 per month",50 m²/3 rooms/Furnished,50 m²,3 rooms,Furnished
Apartment Mauritsstraat,3012 CH Rotterdam (Cool),"€1,425 per month",33 m²/1 room/Furnished,33 m²,1 room,Furnished
Apartment Mauritsstraat,3012 CH Rotterdam (Cool),"€1,695 per month",50 m²/3 rooms/Furnished,50 m²,3 rooms,Furnished
Apartment Mauritsstraat,3012 CH Rotterdam (Cool),"€1,525 per month",40 m²/1 room/Furnished,40 m²,1 room,Furnished
Apartment Mauritsstraat,3012 CH Rotterdam (Cool),"€1,495 per month",40 m²/1 room/Furnished,40 m²,1 room,Furnished
Apartment Mauritsstraat,3012 CH Rotterdam (Cool),"€1,425 per month",33 m²/1 room/Furnished,33 m²,1 room,Furnished
Apartment Statenweg,3039 HL Rotterdam (Blijdorp),"€1,250 per month",125 m²/3 rooms/Upholstered,125 m²,3 rooms,Upholstered
Apartment Mauritsstraat,3012 CH Rotterdam (Cool),"€1,695 per month",45 m²/3 rooms/Furnished,45 m²,3 rooms,Furnished
Apartment Mauritsstraat,3012 CH Rotterdam (Cool),"€1,395 per month",33 m²/1 room/Furnished,33 m²,1 room,Furnished
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"€1,700 per month",50 m²/1 room/Furnished,50 m²,1 room,Furnished
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"€1,500 per month",50 m²/1 room/Furnished,50 m²,1 room,Furnished
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"€1,575 per month",50 m²/1 room/Furnished,50 m²,1 room,Furnished
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"€1,650 per month",50 m²/1 room/Furnished,50 m²,1 room,Furnished
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"€1,675 per month",50 m²/1 room/Furnished,50 m²,1 room,Furnished
Studio Granadoslaan,3055 RC Rotterdam (Molenlaankwartier),€955 per month,40 m²/1 room/Furnished,40 m²,1 room,Furnished
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"€1,550 per month",50 m²/1 room/Furnished,50 m²,1 room,Furnished
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"€1,500 per month",50 m²/1 room/Furnished,50 m²,1 room,Furnished
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"€1,650 per month",50 m²/1 room/Furnished,50 m²,1 room,Furnished
Studio Witte de Withstraat,3012 BT Rotterdam (Cool),"€1,350 per month",50 m²/1 room/Furnished,50 m²,1 room,Furnished
Apartment Kruiskade,3012 EG Rotterdam (Cool),"€2,065 per month",111 m²/3 rooms/Upholstered,111 m²,3 rooms,Upholstered
Apartment Kruiskade,3012 EG Rotterdam (Cool),"€1,550 per month",83 m²/2 rooms/Upholstered,83 m²,2 rooms,Upholstered
Apartment Kruiskade,3012 EG Rotterdam (Cool),"€1,995 per month",83 m²/2 rooms/Upholstered or furnished,83 m²,2 rooms,Upholstered or furnished
Apartment Kruiskade,3012 EG Rotterdam (Cool),"€1,775 per month",83 m²/2 rooms/Upholstered or furnished,83 m²,2 rooms,Upholstered or furnished
Apartment Kruiskade,3012 EG Rotterdam (Cool),"€1,995 per month",83 m²/2 rooms/Upholstered or furnished,83 m²,2 rooms,Upholstered or furnished
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"€1,500 per month",50 m²/1 room/Furnished,50 m²,1 room,Furnished
Studio Witte de Withstraat,3012 BT Rotterdam (Cool),"€1,250 per month",45 m²/1 room/Furnished,45 m²,1 room,Furnished
Apartment Oostmaaslaan,3063 AN Rotterdam (Struisenburg),"€1,450 per month",65 m²/3 rooms/Furnished,65 m²,3 rooms,Furnished
House Burgemeester Meineszlaan,3022 BC Rotterdam (Nieuwe Westen),"€2,800 per month",82 m²/5 rooms,82 m²,5 rooms,
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"€1,550 per month",50 m²/1 room/Furnished,50 m²,1 room,Furnished
Studio Witte de Withstraat,3012 BN Rotterdam (Cool),"€1,850 per month",40 m²/1 room/Furnished,40 m²,1 room,Furnished
Studio Witte de Withstraat,3012 BN Rotterdam (Cool),"€1,800 per month",40 m²/1 room/Furnished,40 m²,1 room,Furnished
Studio Witte de Withstraat,3012 BN Rotterdam (Cool),"€1,800 per month",45 m²/1 room/Furnished,45 m²,1 room,Furnished
Apartment Ochterveltstraat,3015 XL Rotterdam (Oude Westen),"€2,250 per month",70 m²/2 rooms/Furnished,70 m²,2 rooms,Furnished
Studio Witte de Withstraat,3012 BT Rotterdam (Cool),"€1,300 per month",50 m²/1 room/Furnished,50 m²,1 room,Furnished
Studio Oudedijk,3061 AB Rotterdam (Kralingen West),"€1,275 per month",25 m²/1 room/Furnished,25 m²,1 room,Furnished
Studio Witte de Withstraat,3012 BN Rotterdam (Cool),"€1,750 per month",40 m²/1 room/Furnished,40 m²,1 room,Furnished
Studio Witte de Withstraat,3012 BT Rotterdam (Cool),"€1,375 per month",50 m²/1 room/Furnished,50 m²,1 room,Furnished
Studio Witte de Withstraat,3012 BT Rotterdam (Cool),"€1,250 per month",45 m²/1 room/Furnished,45 m²,1 room,Furnished
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"€1,550 per month",50 m²/1 room/Furnished,50 m²,1 room,Furnished
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"€1,575 per month",50 m²/1 room/Furnished,50 m²,1 room,Furnished
Studio Oudedijk,3061 AB Rotterdam (Kralingen West),"€1,375 per month",20 m²/1 room/Furnished,20 m²,1 room,Furnished
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"€1,600 per month",50 m²/1 room/Furnished,50 m²,1 room,Furnished
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"€1,650 per month",50 m²/1 room/Furnished,50 m²,1 room,Furnished
Studio Witte de Withstraat,3012 BN Rotterdam (Cool),"€1,700 per month",40 m²/1 room/Furnished,40 m²,1 room,Furnished
Studio Witte de Withstraat,3012 BN Rotterdam (Cool),"€1,800 per month",40 m²/1 room/Furnished,40 m²,1 room,Furnished
Apartment Willem de Zwijgerstraat 27 A,3043 VB Rotterdam (Overschie),"€1,100 per month",75 m²/3 rooms/1929,75 m²,3 rooms,1929
Apartment Oostplein,3011 KX Rotterdam (Stadsdriehoek),"€1,350 per month",70 m²/3 rooms/1952,70 m²,3 rooms,1952
Apartment Sichemstraat 2 B,3061 KR Rotterdam (Kralingen West),"€1,550 per month",70 m²/4 rooms/Upholstered,70 m²,4 rooms,Upholstered
Apartment Bergweg,3037 EC Rotterdam (Oude Noorden),"€1,550 per month",105 m²/4 rooms/Upholstered,105 m²,4 rooms,Upholstered
Apartment Laan op Zuid,3071 AA Rotterdam (Kop van Zuid),"€2,975 per month",184 m²/5 rooms/Upholstered or furnished,184 m²,5 rooms,Upholstered or furnished
Apartment Heemraadssingel,3021 NB Rotterdam (Nieuwe Westen),"€1,395 per month",65 m²/3 rooms/Upholstered or furnished,65 m²,3 rooms,Upholstered or furnished
House Willem Pijperlaan 46,3055 WP Rotterdam (Molenlaankwartier),"€3,250 per month",170 m²/6 rooms/Upholstered,170 m²,6 rooms,Upholstered
Apartment Gedempte Zalmhaven,3016 DT Rotterdam (Nieuwe Werk),"€2,900 per month",106 m²/4 rooms/Furnished,106 m²,4 rooms,Furnished
Apartment Dordtselaan,3073 GN Rotterdam (Bloemhof),"€1,250 per month",93 m²/4 rooms/Upholstered,93 m²,4 rooms,Upholstered
Apartment Blokmakersstraat 11 B,3025 NA Rotterdam (Bospolder),"€1,600 per month",93 m²/3 rooms/Furnished,93 m²,3 rooms,Furnished
Apartment Bierstraat,3011 XA Rotterdam (Stadsdriehoek),"€1,850 per month",106 m²/1 room/Furnished,106 m²,1 room,Furnished
House André Gideplaats,3069 EL Rotterdam (Ommoord),"€1,295 per month",85 m²/3 rooms/Furnished,85 m²,3 rooms,Furnished
Apartment Avenue Concordia 42 B,3062 LJ Rotterdam (Kralingen Oost),"€1,800 per month",82 m²/3 rooms/Furnished,82 m²,3 rooms,Furnished
Apartment Stationssingel,3033 HE Rotterdam (Provenierswijk),"€1,595 per month",99 m²/3 rooms/Upholstered,99 m²,3 rooms,Upholstered
House Burgemeester Meineszlaan,3022 BC Rotterdam (Nieuwe Westen),"€2,800 per month",82 m²/5 rooms,82 m²,5 rooms,
Apartment Essenburgsingel 115 A,3022 EJ Rotterdam (Nieuwe Westen),"€2,450 per month",145 m²/4 rooms/1925,145 m²,4 rooms,1925
Apartment Stadhoudersweg,3039 ED Rotterdam (Blijdorp),"€3,500 per month",170 m²/6 rooms/Upholstered,170 m²,6 rooms,Upholstered
Apartment Joost van Geelstraat,3021 VJ Rotterdam (Middelland),"€1,175 per month",70 m²/3 rooms/Upholstered,70 m²,3 rooms,Upholstered
Apartment Berberisweg 440 B,3053 PL Rotterdam (Schiebroek),"€1,592 per month",89 m²/3 rooms/Shell,89 m²,3 rooms,Shell
Apartment Berberisweg 442 G,3053 PL Rotterdam (Schiebroek),"€1,592 per month",89 m²/3 rooms/Shell,89 m²,3 rooms,Shell
Apartment Berberisweg 440 C,3053 PL Rotterdam (Schiebroek),"€1,592 per month",89 m²/3 rooms/Shell,89 m²,3 rooms,Shell
Apartment Berberisweg 436 C,3053 PL Rotterdam (Schiebroek),"€1,546 per month",89 m²/3 rooms/Shell,89 m²,3 rooms,Shell
Apartment Berberisweg 442 D,3053 PL Rotterdam (Schiebroek),"€1,592 per month",89 m²/3 rooms/Shell,89 m²,3 rooms,Shell
Apartment Berberisweg 438 F,3053 PL Rotterdam (Schiebroek),"€1,546 per month",89 m²/3 rooms/Shell,89 m²,3 rooms,Shell
Apartment Berberisweg 434 F,3053 PL Rotterdam (Schiebroek),"€1,592 per month",89 m²/3 rooms/Shell,89 m²,3 rooms,Shell
Apartment Berkelselaan,3038 NA Rotterdam (Bergpolder),€975 per month,47 m²/3 rooms/Upholstered,47 m²,3 rooms,Upholstered
Apartment Nico Koomanskade,3072 LM Rotterdam (Katendrecht),"€2,195 per month",85 m²/3 rooms/Furnished,85 m²,3 rooms,Furnished
Apartment Berberisweg 388,3053 PL Rotterdam (Schiebroek),"€1,625 per month",91 m²/3 rooms/Shell,91 m²,3 rooms,Shell
Apartment Berberisweg 414,3053 PL Rotterdam (Schiebroek),"€1,757 per month",106 m²/3 rooms/Shell,106 m²,3 rooms,Shell
Apartment Berberisweg 398,3053 PL Rotterdam (Schiebroek),"€1,702 per month",106 m²/3 rooms/Shell,106 m²,3 rooms,Shell
Apartment Kruiskade,3012 EG Rotterdam (Cool),"€1,350 per month",78 m²/2 rooms/Shell,78 m²,2 rooms,Shell
Apartment Statenweg,3039 HL Rotterdam (Blijdorp),"€1,300 per month",125 m²/4 rooms/Upholstered,125 m²,4 rooms,Upholstered
Apartment Groenmarktkade 16,1016 TA Amsterdam (Jordaan),"€3,750 per month",125 m²/3 rooms/Upholstered,125 m²,3 rooms,Upholstered
Apartment Wamberg 79,1083 CZ Amsterdam (Buitenveldert-Oost),"€2,450 per month",130 m²/4 rooms/Furnished,130 m²,4 rooms,Furnished
Apartment Churchill-laan,1078 DX Amsterdam (Scheldebuurt),"€2,495 per month",90 m²/3 rooms/Upholstered,90 m²,3 rooms,Upholstered
Apartment Spuistraat,1012 SV Amsterdam (Burgwallen-Nieuwe Zijde),"€2,700 per month",82 m²/3 rooms/Furnished,82 m²,3 rooms,Furnished
Apartment Van Nijenrodeweg 98,1083 EG Amsterdam (Buitenveldert-Oost),"€1,500 per month",34 m²/2 rooms/1960-1970,34 m²,2 rooms,1960-1970
Apartment Hildebrandstraat,1053 WB Amsterdam (Van Lennepbuurt),"€1,950 per month",70 m²/3 rooms/Furnished,70 m²,3 rooms,Furnished
Apartment Loenermark 136,1025 SM Amsterdam (Buikslotermeer),"€1,800 per month",82 m²/3 rooms/Upholstered,82 m²,3 rooms,Upholstered
Apartment Pieter Cornelisz. Hooftstraat 15,1071 BL Amsterdam (Museumkwartier),"€2,400 per month",60 m²/2 rooms/Furnished,60 m²,2 rooms,Furnished
Apartment Schaarsbergenstraat 16,1107 JV Amsterdam (Holendrecht/Reigersbos),"€2,000 per month",75 m²/4 rooms/Furnished,75 m²,4 rooms,Furnished
Apartment Eerste Helmersstraat,1054 DJ Amsterdam (Helmersbuurt),"€2,900 per month",95 m²/3 rooms/24 m²,95 m²,3 rooms,24 m²
Apartment Narva-eiland 57,1014 ZJ Amsterdam (Houthavens),"€3,295 per month",133 m²/5 rooms/Furnished,133 m²,5 rooms,Furnished
Apartment Tweede Helmersstraat 47 1,1054 CD Amsterdam (Helmersbuurt),"€1,850 per month",50 m²/1 room/Upholstered,50 m²,1 room,Upholstered
Apartment Gaasterlandstraat,1079 RH Amsterdam (Scheldebuurt),"€3,500 per month",146 m²/4 rooms/Upholstered,146 m²,4 rooms,Upholstered
Apartment Keizersgracht,1016 DV Amsterdam (Grachtengordel-West),"€3,250 per month",110 m²/3 rooms/Furnished,110 m²,3 rooms,Furnished
Apartment Vondelstraat 122 c2,1054 GS Amsterdam (Vondelbuurt),"€2,250 per month",80 m²/2 rooms/Furnished,80 m²,2 rooms,Furnished
House Iwan Kantemanplein,1060 RM Amsterdam (Middelveldsche Akerpolder),"€3,500 per month",188 m²/3 rooms/Furnished,188 m²,3 rooms,Furnished
Apartment Nepveustraat,1058 XN Amsterdam (Westindische Buurt),"€1,850 per month",69 m²/3 rooms/Upholstered,69 m²,3 rooms,Upholstered
Apartment Stadhouderskade 50 hs,1072 AA Amsterdam (Oude Pijp),"€2,000 per month",75 m²/3 rooms/Furnished,75 m²,3 rooms,Furnished
Apartment Leidsekruisstraat,1017 RJ Amsterdam (De Weteringschans),"€2,000 per month",57 m²/3 rooms/Before 1906,57 m²,3 rooms,Before 1906
Apartment Van Boshuizenstraat,1083 AP Amsterdam (Buitenveldert-Oost),"€1,850 per month",72 m²/3 rooms/Furnished,72 m²,3 rooms,Furnished
Apartment Van Ostadestraat,1072 SL Amsterdam (Nieuwe Pijp),"€2,100 per month",61 m²/3 rooms/Upholstered or furnished,61 m²,3 rooms,Upholstered or furnished
Apartment Prinsengracht 707 2,1017 JW Amsterdam (Grachtengordel-Zuid),"€2,500 per month",65 m²/2 rooms/Furnished,65 m²,2 rooms,Furnished
Apartment Prinsengracht 707 1,1017 JW Amsterdam (Grachtengordel-Zuid),"€2,350 per month",65 m²/2 rooms/Furnished,65 m²,2 rooms,Furnished
Apartment Amerbos,1025 ZM Amsterdam (Buikslotermeer),"€1,800 per month",84 m²/3 rooms/1966,84 m²,3 rooms,1966
Apartment J.J. Cremerplein,1054 TJ Amsterdam (Overtoomse Sluis),"€2,495 per month",70 m²/3 rooms/Upholstered or furnished,70 m²,3 rooms,Upholstered or furnished
Apartment Sausalitolaan,1031 KE Amsterdam (Noordelijke IJ-oevers West),"€2,350 per month",60 m²/2 rooms/Furnished,60 m²,2 rooms,Furnished
Apartment Van Tuyll van Serooskerkenweg 55 II,1076 JD Amsterdam (Stadionbuurt),"€2,000 per month",68 m²/3 rooms/Upholstered,68 m²,3 rooms,Upholstered
Apartment Goeman Borgesiusstraat 1 H,1067 LN Amsterdam (Geuzenveld),"€1,750 per month",51 m²/3 rooms/Furnished,51 m²,3 rooms,Furnished
Apartment Oudezijds Voorburgwal,1012 EM Amsterdam (Burgwallen-Oude Zijde),"€2,000 per month",110 m²/3 rooms/Furnished,110 m²,3 rooms,Furnished
Apartment Archimedesweg,1098 JP Amsterdam (Middenmeer),"€2,150 per month",75 m²/3 rooms/Upholstered,75 m²,3 rooms,Upholstered
Apartment Eerste Helmersstraat,1054 EL Amsterdam (Overtoomse Sluis),"€2,150 per month",70 m²/3 rooms/Furnished,70 m²,3 rooms,Furnished
Apartment Barbusselaan,"1102 TW Amsterdam (Bijlmer Centrum (D,F,H))","€1,995 per month",60 m²/3 rooms/6 m²,60 m²,3 rooms,6 m²
Apartment Singel 402 A,1016 AK Amsterdam (Grachtengordel-West),"€2,850 per month",97 m²/4 rooms/Furnished,97 m²,4 rooms,Furnished
Apartment Wamberg 79,1083 CZ Amsterdam (Buitenveldert-Oost),"€2,450 per month",130 m²/4 rooms/Furnished,130 m²,4 rooms,Furnished
Apartment Marguerite Yourcenarstraat,"1102 AJ Amsterdam (Bijlmer Centrum (D,F,H))","€1,500 per month",52 m²/2 rooms/Furnished,52 m²,2 rooms,Furnished
Apartment August Allebéplein 125,1062 AB Amsterdam (Overtoomse Veld),"€1,495 per month",53 m²/3 rooms/Upholstered,53 m²,3 rooms,Upholstered
Apartment Groenmarktkade 16,1016 TA Amsterdam (Jordaan),"€3,750 per month",125 m²/3 rooms/Upholstered,125 m²,3 rooms,Upholstered
Apartment Gustav Mahlerlaan 337,1082 MK Amsterdam (Zuidas),"€3,000 per month",88 m²/3 rooms/Upholstered,88 m²,3 rooms,Upholstered
Apartment Westerstraat,1015 LW Amsterdam (Jordaan),"€1,900 per month",49 m²/3 rooms/Furnished,49 m²,3 rooms,Furnished
Apartment Hageland 132 F,1066 SB Amsterdam (Sloter-/Riekerpolder),"€1,450 per month",35 m²/2 rooms/Upholstered,35 m²,2 rooms,Upholstered
Apartment Carnapstraat 171,1062 KZ Amsterdam (Westlandgracht),"€2,050 per month",85 m²/3 rooms/Furnished,85 m²,3 rooms,Furnished
Apartment Zeeburgerkade,1019 VK Amsterdam (Oostelijk Havengebied),"€2,650 per month",117 m²/4 rooms/Furnished,117 m²,4 rooms,Furnished
Apartment Minervalaan 58 boven,1077 PD Amsterdam (Apollobuurt),"€8,000 per month",277 m²/3 rooms/Upholstered,277 m²,3 rooms,Upholstered
Apartment Nida Senffstraat 185,1095 MX Amsterdam (Zeeburgereiland/Nieuwe Diep),"€2,200 per month",65 m²/3 rooms/Furnished,65 m²,3 rooms,Furnished
Apartment Spuistraat,1012 VW Amsterdam (Burgwallen-Nieuwe Zijde),"€1,900 per month",85 m²/3 rooms/Furnished,85 m²,3 rooms,Furnished
Apartment Oostenburgervoorstraat,1018 MR Amsterdam (Oostelijke Eilanden/Kadijken),"€3,250 per month",145 m²/3 rooms/Furnished,145 m²,3 rooms,Furnished
Apartment Runstraat,1016 GJ Amsterdam (Grachtengordel-West),"€2,700 per month",80 m²/3 rooms/Furnished,80 m²,3 rooms,Furnished
Apartment Barcelonaplein 134,1019 LZ Amsterdam (Oostelijk Havengebied),"€1,850 per month",80 m²/3 rooms/Furnished,80 m²,3 rooms,Furnished
Apartment Koningin Wilhelminaplein,1062 KS Amsterdam (Westlandgracht),"€1,515 per month",90 m²/3 rooms/2007,90 m²,3 rooms,2007
Apartment Van der Hoopstraat 87 1,1051 VD Amsterdam (Staatsliedenbuurt),"€1,650 per month",39 m²/2 rooms/Upholstered or furnished,39 m²,2 rooms,Upholstered or furnished
Apartment Van Breestraat,1071 ZZ Amsterdam (Museumkwartier),"€12,000 per month",313 m²/10 rooms/Upholstered,313 m²,10 rooms,Upholstered
Apartment Prinsengracht 17 C,1015 DK Amsterdam (Grachtengordel-West),"€2,150 per month",80 m²/4 rooms/Upholstered,80 m²,4 rooms,Upholstered
Apartment Nieuwe Looiersstraat 82 II,1017 VD Amsterdam (De Weteringschans),"€1,950 per month",85 m²/4 rooms/Upholstered or furnished,85 m²,4 rooms,Upholstered or furnished
Apartment Ekingenstraat,1069 GZ Amsterdam (Osdorp-Midden),"€2,400 per month",70 m²/4 rooms/Furnished,70 m²,4 rooms,Furnished
Apartment Overhaalsgang,1018 AT Amsterdam (Oostelijke Eilanden/Kadijken),"€1,800 per month",65 m²/2 rooms/Furnished,65 m²,2 rooms,Furnished
Apartment Gustav Mahlerlaan,1082 MK Amsterdam (Zuidas),"€2,100 per month",45 m²/2 rooms/Furnished,45 m²,2 rooms,Furnished
Apartment Zeeburgerkade 974,1019 VK Amsterdam (Oostelijk Havengebied),"€5,500 per month",183 m²/4 rooms/Furnished,183 m²,4 rooms,Furnished
